Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday 
5,2/5/2010,39.70,2.57,NA,NA,NA,NA,NA,211.65,6.57,FALSE
5,2/12/2010,39.81,2.55,NA,NA,NA,NA,NA,211.80,6.57,TRUE
5,2/19/2010,41.14,2.51,NA,NA,NA,NA,NA,211.85,6.57,FALSE
5,2/26/2010,46.70,2.56,NA,NA,NA,NA,NA,211.88,6.57,FALSE
5,3/5/2010,48.89,2.63,NA,NA,NA,NA,NA,211.91,6.57,FALSE
5,3/12/2010,58.50,2.67,NA,NA,NA,NA,NA,211.94,6.57,FALSE
5,3/19/2010,55.46,2.72,NA,NA,NA,NA,NA,211.77,6.57,FALSE
5,3/26/2010,52.47,2.73,NA,NA,NA,NA,NA,211.57,6.57,FALSE
5,4/2/2010,63.18,2.72,NA,NA,NA,NA,NA,211.37,6.47,FALSE
5,4/9/2010,65.19,2.77,NA,NA,NA,NA,NA,211.17,6.47,FALSE
5,4/16/2010,65.30,2.81,NA,NA,NA,NA,NA,211.04,6.47,FALSE
5,4/23/2010,65.13,2.80,NA,NA,NA,NA,NA,210.99,6.47,FALSE
5,4/30/2010,67.53,2.78,NA,NA,NA,NA,NA,210.94,6.47,FALSE
5,5/7/2010,71.53,2.84,NA,NA,NA,NA,NA,210.89,6.47,FALSE
5,5/14/2010,74.79,2.85,NA,NA,NA,NA,NA,210.89,6.47,FALSE
5,5/21/2010,75.20,2.83,NA,NA,NA,NA,NA,211.17,6.47,FALSE
5,5/28/2010,79.81,2.76,NA,NA,NA,NA,NA,211.45,6.47,FALSE
5,6/4/2010,79.54,2.71,NA,NA,NA,NA,NA,211.73,6.47,FALSE
5,6/11/2010,80.70,2.67,NA,NA,NA,NA,NA,212.01,6.47,FALSE
5,6/18/2010,83.91,2.64,NA,NA,NA,NA,NA,212.01,6.47,FALSE
5,6/25/2010,83.72,2.65,NA,NA,NA,NA,NA,211.90,6.47,FALSE
5,7/2/2010,81.25,2.67,NA,NA,NA,NA,NA,211.78,6.50,FALSE
5,7/9/2010,81.14,2.64,NA,NA,NA,NA,NA,211.66,6.50,FALSE
5,7/16/2010,83.98,2.62,NA,NA,NA,NA,NA,211.66,6.50,FALSE
5,7/23/2010,83.66,2.61,NA,NA,NA,NA,NA,211.79,6.50,FALSE
5,7/30/2010,82.46,2.64,NA,NA,NA,NA,NA,211.93,6.50,FALSE
5,8/6/2010,86.10,2.63,NA,NA,NA,NA,NA,212.06,6.50,FALSE
5,8/13/2010,87.41,2.69,NA,NA,NA,NA,NA,212.20,6.50,FALSE
5,8/20/2010,87.71,2.66,NA,NA,NA,NA,NA,212.16,6.50,FALSE
5,8/27/2010,87.05,2.62,NA,NA,NA,NA,NA,212.12,6.50,FALSE
5,9/3/2010,84.06,2.58,NA,NA,NA,NA,NA,212.09,6.50,FALSE
5,9/10/2010,79.86,2.57,NA,NA,NA,NA,NA,212.05,6.50,TRUE
5,9/17/2010,82.28,2.58,NA,NA,NA,NA,NA,212.08,6.50,FALSE
5,9/24/2010,78.53,2.62,NA,NA,NA,NA,NA,212.15,6.50,FALSE
5,10/1/2010,71.10,2.60,NA,NA,NA,NA,NA,212.23,6.77,FALSE
5,10/8/2010,64.99,2.63,NA,NA,NA,NA,NA,212.30,6.77,FALSE
5,10/15/2010,68.11,2.72,NA,NA,NA,NA,NA,212.37,6.77,FALSE
5,10/22/2010,70.96,2.73,NA,NA,NA,NA,NA,212.42,6.77,FALSE
5,10/29/2010,70.58,2.72,NA,NA,NA,NA,NA,212.46,6.77,FALSE
5,11/5/2010,58.88,2.69,NA,NA,NA,NA,NA,212.51,6.77,FALSE
5,11/12/2010,62.37,2.73,NA,NA,NA,NA,NA,212.56,6.77,FALSE
5,11/19/2010,52.52,2.77,NA,NA,NA,NA,NA,212.45,6.77,FALSE
5,11/26/2010,66.15,2.74,NA,NA,NA,NA,NA,212.30,6.77,TRUE
5,12/3/2010,51.31,2.71,NA,NA,NA,NA,NA,212.16,6.77,FALSE
5,12/10/2010,48.27,2.84,NA,NA,NA,NA,NA,212.02,6.77,FALSE
5,12/17/2010,51.61,2.87,NA,NA,NA,NA,NA,211.96,6.77,FALSE
5,12/24/2010,55.01,2.89,NA,NA,NA,NA,NA,211.96,6.77,FALSE
5,12/31/2010,49.79,2.94,NA,NA,NA,NA,NA,211.96,6.77,TRUE
5,1/7/2011,48.30,2.98,NA,NA,NA,NA,NA,211.96,6.63,FALSE
5,1/14/2011,37.74,2.98,NA,NA,NA,NA,NA,212.01,6.63,FALSE
5,1/21/2011,45.41,3.02,NA,NA,NA,NA,NA,212.38,6.63,FALSE
5,1/28/2011,44.50,3.01,NA,NA,NA,NA,NA,212.75,6.63,FALSE
5,2/4/2011,41.67,2.99,NA,NA,NA,NA,NA,213.12,6.63,FALSE
5,2/11/2011,38.25,3.02,NA,NA,NA,NA,NA,213.49,6.63,TRUE
5,2/18/2011,58.83,3.05,NA,NA,NA,NA,NA,213.81,6.63,FALSE
5,2/25/2011,63.35,3.07,NA,NA,NA,NA,NA,214.10,6.63,FALSE
5,3/4/2011,60.35,3.29,NA,NA,NA,NA,NA,214.38,6.63,FALSE
5,3/11/2011,55.74,3.46,NA,NA,NA,NA,NA,214.67,6.63,FALSE
5,3/18/2011,64.31,3.49,NA,NA,NA,NA,NA,214.93,6.63,FALSE
5,3/25/2011,70.71,3.47,NA,NA,NA,NA,NA,215.16,6.63,FALSE
5,4/1/2011,61.50,3.52,NA,NA,NA,NA,NA,215.40,6.49,FALSE
5,4/8/2011,69.64,3.62,NA,NA,NA,NA,NA,215.64,6.49,FALSE
5,4/15/2011,72.02,3.74,NA,NA,NA,NA,NA,215.86,6.49,FALSE
5,4/22/2011,74.34,3.81,NA,NA,NA,NA,NA,216.03,6.49,FALSE
5,4/29/2011,74.75,3.81,NA,NA,NA,NA,NA,216.20,6.49,FALSE
5,5/6/2011,66.27,3.91,NA,NA,NA,NA,NA,216.37,6.49,FALSE
5,5/13/2011,77.38,3.90,NA,NA,NA,NA,NA,216.53,6.49,FALSE
5,5/20/2011,71.37,3.91,NA,NA,NA,NA,NA,216.30,6.49,FALSE
5,5/27/2011,80.14,3.79,NA,NA,NA,NA,NA,216.07,6.49,FALSE
5,6/3/2011,83.81,3.70,NA,NA,NA,NA,NA,215.84,6.49,FALSE
5,6/10/2011,83.61,3.65,NA,NA,NA,NA,NA,215.61,6.49,FALSE
5,6/17/2011,86.84,3.64,NA,NA,NA,NA,NA,215.56,6.49,FALSE
5,6/24/2011,84.76,3.59,NA,NA,NA,NA,NA,215.65,6.49,FALSE
5,7/1/2011,85.81,3.52,NA,NA,NA,NA,NA,215.75,6.53,FALSE
5,7/8/2011,86.64,3.48,NA,NA,NA,NA,NA,215.84,6.53,FALSE
5,7/15/2011,88.64,3.58,NA,NA,NA,NA,NA,215.93,6.53,FALSE
5,7/22/2011,86.97,3.65,NA,NA,NA,NA,NA,215.99,6.53,FALSE
5,7/29/2011,89.42,3.68,NA,NA,NA,NA,NA,216.05,6.53,FALSE
5,8/5/2011,91.07,3.68,NA,NA,NA,NA,NA,216.11,6.53,FALSE
5,8/12/2011,90.16,3.64,NA,NA,NA,NA,NA,216.17,6.53,FALSE
5,8/19/2011,89.35,3.55,NA,NA,NA,NA,NA,216.23,6.53,FALSE
5,8/26/2011,89.18,3.52,NA,NA,NA,NA,NA,216.30,6.53,FALSE
5,9/2/2011,90.38,3.53,NA,NA,NA,NA,NA,216.36,6.53,FALSE
5,9/9/2011,79.04,3.55,NA,NA,NA,NA,NA,216.42,6.53,TRUE
5,9/16/2011,83.55,3.53,NA,NA,NA,NA,NA,216.60,6.53,FALSE
5,9/23/2011,78.01,3.47,NA,NA,NA,NA,NA,216.94,6.53,FALSE
5,9/30/2011,81.16,3.36,NA,NA,NA,NA,NA,217.28,6.53,FALSE
5,10/7/2011,71.64,3.29,NA,NA,NA,NA,NA,217.61,6.30,FALSE
5,10/14/2011,72.36,3.27,NA,NA,NA,NA,NA,217.92,6.30,FALSE
5,10/21/2011,66.90,3.35,NA,NA,NA,NA,NA,218.09,6.30,FALSE
5,10/28/2011,69.27,3.37,NA,NA,NA,NA,NA,218.25,6.30,FALSE
5,11/4/2011,56.71,3.33,NA,NA,NA,NA,NA,218.41,6.30,FALSE
5,11/11/2011,60.71,3.30,2971.48,1943.20,60.03,757.33,1040.96,218.57,6.30,FALSE
5,11/18/2011,64.33,3.31,952.21,116.11,95.01,295.13,4368.45,218.79,6.30,FALSE
5,11/25/2011,61.93,3.24,107.42,7.00,29333.06,8.00,826.06,219.04,6.30,TRUE
5,12/2/2011,51.14,3.17,2359.44,4.00,658.01,901.67,24751.93,219.29,6.30,FALSE
5,12/9/2011,44.12,3.16,2546.50,NA,83.07,523.27,3118.64,219.54,6.30,FALSE
5,12/16/2011,54.42,3.16,802.42,NA,78.77,319.84,1940.54,219.76,6.30,FALSE
5,12/23/2011,50.33,3.11,225.21,0.15,427.57,NA,1443.04,219.94,6.30,FALSE
5,12/30/2011,45.62,3.13,1938.28,17079.76,72.93,162.33,1211.95,220.12,6.30,TRUE
5,1/6/2012,50.21,3.16,4602.39,6733.60,35.03,621.64,3507.24,220.30,5.94,FALSE
5,1/13/2012,48.86,3.26,3408.93,3666.32,1.71,137.88,1706.42,220.48,5.94,FALSE
5,1/20/2012,54.65,3.27,761.25,2100.24,NA,132.63,1276.75,220.57,5.94,FALSE
5,1/27/2012,54.63,3.29,573.64,969.68,NA,12.00,861.28,220.66,5.94,FALSE
5,2/3/2012,57.35,3.36,23811.41,1349.62,23.82,14928.42,3186.52,220.76,5.94,FALSE
5,2/10/2012,48.57,3.41,4239.28,2725.80,1.53,3682.89,3234.79,220.85,5.94,TRUE
5,2/17/2012,48.25,3.51,5548.48,1958.52,1.76,2662.84,2820.38,221.01,5.94,FALSE
5,2/24/2012,57.75,3.56,2220.32,1407.40,NA,145.46,2657.52,221.22,5.94,FALSE
5,3/2/2012,60.66,3.63,6172.70,123.32,1.00,3063.26,1213.59,221.43,5.94,FALSE
5,3/9/2012,57.69,3.67,1842.42,51.27,2.00,109.67,5043.45,221.65,5.94,FALSE
5,3/16/2012,63.55,3.73,1879.87,30.70,2.24,585.12,1765.08,221.80,5.94,FALSE
5,3/23/2012,64.44,3.79,694.24,32.75,5.59,210.09,775.70,221.87,5.94,FALSE
5,3/30/2012,67.76,3.85,5097.87,25.20,2.70,322.57,1790.31,221.95,5.94,FALSE
5,4/6/2012,70.40,3.89,5174.35,NA,6.48,1489.10,2264.89,222.02,5.80,FALSE
5,4/13/2012,70.56,3.89,1562.33,758.49,NA,206.00,1642.42,222.10,5.80,FALSE
5,4/20/2012,67.33,3.88,1197.53,225.78,3.00,247.94,1499.51,222.15,5.80,FALSE
5,4/27/2012,68.96,3.81,1127.44,NA,5.05,33.35,2598.67,222.21,5.80,FALSE
5,5/4/2012,77.10,3.75,6396.61,NA,83.63,1183.64,2813.83,222.26,5.80,FALSE
5,5/11/2012,73.45,3.69,4668.20,NA,42.75,709.19,1740.42,222.31,5.80,FALSE
5,5/18/2012,70.45,3.63,2639.05,NA,65.34,243.73,2119.63,222.33,5.80,FALSE
5,5/25/2012,78.23,3.56,3784.86,NA,431.99,225.20,2239.68,222.33,5.80,FALSE
5,6/1/2012,79.72,3.50,2840.78,NA,41.58,393.41,2114.00,222.33,5.80,FALSE
5,6/8/2012,81.02,3.45,4488.47,NA,0.24,231.16,1246.89,222.34,5.80,FALSE
5,6/15/2012,81.64,3.39,1911.02,0.95,0.04,570.11,1828.62,222.35,5.80,FALSE
5,6/22/2012,80.57,3.35,2046.93,8.80,NA,677.36,2762.83,222.39,5.80,FALSE
5,6/29/2012,87.08,3.29,1053.25,12.75,NA,113.80,1300.11,222.43,5.80,FALSE
5,7/6/2012,82.35,3.23,2592.37,2.65,52.06,914.36,2768.98,222.47,5.60,FALSE
5,7/13/2012,80.78,3.26,1471.06,1.00,12.00,889.18,798.44,222.51,5.60,FALSE
5,7/20/2012,81.05,3.31,964.82,13.48,3.39,278.93,1050.13,222.52,5.60,FALSE
5,7/27/2012,85.06,3.41,2696.67,7.75,0.36,3104.68,2152.23,222.53,5.60,FALSE
5,8/3/2012,86.91,3.42,7365.26,14.48,0.70,3640.70,2517.31,222.54,5.60,FALSE
5,8/10/2012,86.96,3.49,3261.56,15.00,0.50,1687.13,2102.31,222.55,5.60,FALSE
5,8/17/2012,87.52,3.57,1649.56,-10.98,2.31,1955.75,1205.23,222.63,5.60,FALSE
5,8/24/2012,79.45,3.62,1985.37,68.00,4.54,627.60,1355.17,222.76,5.60,FALSE
5,8/31/2012,84.25,3.64,5211.69,49.00,13.00,2799.14,2740.48,222.90,5.60,FALSE
5,9/7/2012,86.30,3.73,2797.26,1.90,9.61,968.75,2069.30,223.03,5.60,TRUE
5,9/14/2012,76.65,3.72,2027.18,4.00,4.55,1354.97,3535.01,223.17,5.60,FALSE
5,9/21/2012,71.09,3.72,3033.26,5.73,1.10,83.82,4579.05,223.37,5.60,FALSE
5,9/28/2012,78.33,3.67,1279.39,NA,0.55,425.98,1492.60,223.57,5.60,FALSE
5,10/5/2012,71.17,3.62,2048.94,NA,6.02,1121.58,2070.87,223.77,5.42,FALSE
5,10/12/2012,66.24,3.60,1355.87,NA,4.00,453.98,3562.36,223.97,5.42,FALSE
5,10/19/2012,69.17,3.59,908.91,NA,NA,NA,709.95,224.02,5.42,FALSE
5,10/26/2012,71.70,3.51,1547.61,1.74,NA,133.31,598.74,224.04,5.42,FALSE
5,11/2/2012,57.83,3.39,3526.61,1163.63,2.31,514.05,1555.50,224.06,5.42,FALSE
5,11/9/2012,64.61,3.31,2548.02,2037.54,1.95,303.93,1595.16,224.07,5.42,FALSE
5,11/16/2012,56.89,3.25,1631.01,-35.74,15.46,326.59,2310.83,224.11,5.42,FALSE
5,11/23/2012,59.07,3.21,310.95,NA,43319.43,46.61,372.22,224.16,5.42,TRUE
5,11/30/2012,56.20,3.21,2077.60,NA,2752.82,8.82,3349.59,224.21,5.42,FALSE
5,12/7/2012,66.13,3.20,2472.70,NA,68.00,105.14,2359.84,224.25,5.42,FALSE
5,12/14/2012,52.44,3.17,4007.50,NA,0.49,4.97,1108.47,224.31,5.42,FALSE
5,12/21/2012,58.63,3.10,1344.90,NA,15.00,NA,911.84,224.44,5.42,FALSE
5,12/28/2012,47.47,3.11,6052.63,13017.25,60.81,72.80,3503.26,224.56,5.42,TRUE
5,1/4/2013,41.77,3.16,878.13,10409.38,NA,NA,1390.98,224.68,5.49,FALSE
5,1/11/2013,49.50,3.24,2372.65,4414.85,1.04,37.36,1191.29,224.80,5.49,FALSE
5,1/18/2013,45.08,3.24,2752.63,1329.85,1.14,600.58,1769.01,224.83,5.49,FALSE
5,1/25/2013,57.05,3.23,1156.20,355.57,NA,54.20,808.87,224.83,5.49,FALSE
5,2/1/2013,58.99,3.24,4697.68,637.17,30.00,5803.02,970.80,224.83,5.49,FALSE
5,2/8/2013,59.05,3.42,21533.52,271.06,80.55,10897.89,4109.09,224.83,5.49,TRUE
5,2/15/2013,53.09,3.48,3763.73,742.56,NA,1112.05,4380.83,224.87,5.49,FALSE
5,2/22/2013,54.10,3.60,3229.38,166.06,NA,7.38,1731.25,225.01,5.49,FALSE
5,3/1/2013,49.47,3.71,3090.32,25.23,NA,18.75,4117.85,225.16,5.49,FALSE
5,3/8/2013,53.16,3.66,6476.98,41.80,2.00,1334.42,3081.47,225.30,5.49,FALSE
5,3/15/2013,58.01,3.62,2889.92,NA,1.00,412.01,1122.00,225.43,5.49,FALSE
5,3/22/2013,65.96,3.61,2722.96,NA,239.00,282.76,1476.38,225.51,5.49,FALSE
5,3/29/2013,53.25,3.61,3189.78,NA,167.64,23.38,1637.87,225.60,5.49,FALSE
5,4/5/2013,61.88,3.58,9023.29,927.32,170.24,405.30,-185.17,225.68,5.28,FALSE
5,4/12/2013,62.36,3.53,1352.02,376.67,7.60,184.54,1703.57,225.77,5.28,FALSE
5,4/19/2013,67.43,3.45,884.75,NA,34.20,21.11,895.18,225.77,5.28,FALSE
5,4/26/2013,60.44,3.42,222.75,NA,28.00,12.41,524.75,225.77,5.28,FALSE
5,5/3/2013,67.55,3.39,2933.78,5.00,25.50,773.23,1252.00,NA,NA,FALSE
5,5/10/2013,65.52,3.39,1023.40,192.00,11.50,107.83,2743.05,NA,NA,FALSE
5,5/17/2013,71.38,3.45,3993.06,111.00,NA,290.94,2145.91,NA,NA,FALSE
5,5/24/2013,77.84,3.49,1717.87,55.00,365.88,517.77,1281.43,NA,NA,FALSE
5,5/31/2013,78.26,3.47,2062.59,48.00,144.73,NA,796.61,NA,NA,FALSE
5,6/7/2013,78.40,3.44,4459.39,34.03,46.17,2003.25,1993.02,NA,NA,FALSE
5,6/14/2013,80.76,3.43,623.45,25.93,111.81,596.15,951.43,NA,NA,FALSE
5,6/21/2013,83.85,3.48,1522.62,23.42,69.96,411.46,2674.62,NA,NA,FALSE
5,6/28/2013,86.09,3.50,1440.24,94.84,1.50,428.80,1431.38,NA,NA,FALSE
5,7/5/2013,82.06,3.42,2254.18,203.04,469.36,1970.46,616.95,NA,NA,FALSE
5,7/12/2013,85.75,3.40,1621.68,62.35,15.80,561.83,1684.25,NA,NA,FALSE
5,7/19/2013,79.73,3.56,744.92,64.71,13.25,188.40,2151.64,NA,NA,FALSE
5,7/26/2013,84.16,3.62,131.42,35.39,0.09,NA,948.51,NA,NA,FALSE
6,2/5/2010,40.43,2.57,NA,NA,NA,NA,NA,212.62,7.26,FALSE
6,2/12/2010,40.57,2.55,NA,NA,NA,NA,NA,212.77,7.26,TRUE
6,2/19/2010,43.58,2.51,NA,NA,NA,NA,NA,212.82,7.26,FALSE
6,2/26/2010,47.10,2.56,NA,NA,NA,NA,NA,212.85,7.26,FALSE
6,3/5/2010,49.63,2.63,NA,NA,NA,NA,NA,212.87,7.26,FALSE
6,3/12/2010,58.82,2.67,NA,NA,NA,NA,NA,212.90,7.26,FALSE
6,3/19/2010,56.55,2.72,NA,NA,NA,NA,NA,212.74,7.26,FALSE
6,3/26/2010,53.74,2.73,NA,NA,NA,NA,NA,212.53,7.26,FALSE
6,4/2/2010,64.94,2.72,NA,NA,NA,NA,NA,212.33,7.09,FALSE
6,4/9/2010,66.15,2.77,NA,NA,NA,NA,NA,212.13,7.09,FALSE
6,4/16/2010,65.68,2.81,NA,NA,NA,NA,NA,211.99,7.09,FALSE
6,4/23/2010,64.11,2.80,NA,NA,NA,NA,NA,211.94,7.09,FALSE
6,4/30/2010,68.91,2.78,NA,NA,NA,NA,NA,211.89,7.09,FALSE
6,5/7/2010,73.68,2.84,NA,NA,NA,NA,NA,211.84,7.09,FALSE
6,5/14/2010,74.95,2.85,NA,NA,NA,NA,NA,211.84,7.09,FALSE
6,5/21/2010,74.80,2.83,NA,NA,NA,NA,NA,212.13,7.09,FALSE
6,5/28/2010,78.89,2.76,NA,NA,NA,NA,NA,212.41,7.09,FALSE
6,6/4/2010,79.44,2.71,NA,NA,NA,NA,NA,212.70,7.09,FALSE
6,6/11/2010,81.81,2.67,NA,NA,NA,NA,NA,212.98,7.09,FALSE
6,6/18/2010,83.89,2.64,NA,NA,NA,NA,NA,212.98,7.09,FALSE
6,6/25/2010,84.20,2.65,NA,NA,NA,NA,NA,212.86,7.09,FALSE
6,7/2/2010,80.34,2.67,NA,NA,NA,NA,NA,212.75,6.97,FALSE
6,7/9/2010,80.93,2.64,NA,NA,NA,NA,NA,212.63,6.97,FALSE
6,7/16/2010,83.75,2.62,NA,NA,NA,NA,NA,212.62,6.97,FALSE
6,7/23/2010,83.90,2.61,NA,NA,NA,NA,NA,212.76,6.97,FALSE
6,7/30/2010,81.37,2.64,NA,NA,NA,NA,NA,212.89,6.97,FALSE
6,8/6/2010,86.61,2.63,NA,NA,NA,NA,NA,213.03,6.97,FALSE
6,8/13/2010,86.83,2.69,NA,NA,NA,NA,NA,213.17,6.97,FALSE
6,8/20/2010,87.36,2.66,NA,NA,NA,NA,NA,213.13,6.97,FALSE
6,8/27/2010,85.71,2.62,NA,NA,NA,NA,NA,213.09,6.97,FALSE
6,9/3/2010,82.15,2.58,NA,NA,NA,NA,NA,213.05,6.97,FALSE
6,9/10/2010,78.78,2.57,NA,NA,NA,NA,NA,213.01,6.97,TRUE
6,9/17/2010,81.78,2.58,NA,NA,NA,NA,NA,213.04,6.97,FALSE
6,9/24/2010,76.49,2.62,NA,NA,NA,NA,NA,213.12,6.97,FALSE
6,10/1/2010,70.69,2.60,NA,NA,NA,NA,NA,213.19,7.01,FALSE
6,10/8/2010,65.21,2.63,NA,NA,NA,NA,NA,213.27,7.01,FALSE
6,10/15/2010,68.93,2.72,NA,NA,NA,NA,NA,213.33,7.01,FALSE
6,10/22/2010,70.97,2.73,NA,NA,NA,NA,NA,213.38,7.01,FALSE
6,10/29/2010,70.39,2.72,NA,NA,NA,NA,NA,213.43,7.01,FALSE
6,11/5/2010,59.90,2.69,NA,NA,NA,NA,NA,213.48,7.01,FALSE
6,11/12/2010,62.11,2.73,NA,NA,NA,NA,NA,213.53,7.01,FALSE
6,11/19/2010,52.99,2.77,NA,NA,NA,NA,NA,213.41,7.01,FALSE
6,11/26/2010,65.79,2.74,NA,NA,NA,NA,NA,213.27,7.01,TRUE
6,12/3/2010,52.30,2.71,NA,NA,NA,NA,NA,213.12,7.01,FALSE
6,12/10/2010,48.46,2.84,NA,NA,NA,NA,NA,212.98,7.01,FALSE
6,12/17/2010,52.24,2.87,NA,NA,NA,NA,NA,212.92,7.01,FALSE
6,12/24/2010,55.07,2.89,NA,NA,NA,NA,NA,212.92,7.01,FALSE
6,12/31/2010,49.14,2.94,NA,NA,NA,NA,NA,212.91,7.01,TRUE
6,1/7/2011,47.78,2.98,NA,NA,NA,NA,NA,212.91,6.86,FALSE
6,1/14/2011,38.37,2.98,NA,NA,NA,NA,NA,212.97,6.86,FALSE
6,1/21/2011,46.20,3.02,NA,NA,NA,NA,NA,213.34,6.86,FALSE
6,1/28/2011,44.98,3.01,NA,NA,NA,NA,NA,213.71,6.86,FALSE
6,2/4/2011,40.59,2.99,NA,NA,NA,NA,NA,214.09,6.86,FALSE
6,2/11/2011,39.38,3.02,NA,NA,NA,NA,NA,214.46,6.86,TRUE
6,2/18/2011,59.61,3.05,NA,NA,NA,NA,NA,214.78,6.86,FALSE
6,2/25/2011,62.86,3.07,NA,NA,NA,NA,NA,215.07,6.86,FALSE
6,3/4/2011,60.45,3.29,NA,NA,NA,NA,NA,215.36,6.86,FALSE
6,3/11/2011,57.71,3.46,NA,NA,NA,NA,NA,215.65,6.86,FALSE
6,3/18/2011,65.07,3.49,NA,NA,NA,NA,NA,215.90,6.86,FALSE
6,3/25/2011,70.83,3.47,NA,NA,NA,NA,NA,216.14,6.86,FALSE
6,4/1/2011,62.25,3.52,NA,NA,NA,NA,NA,216.38,6.86,FALSE
6,4/8/2011,70.35,3.62,NA,NA,NA,NA,NA,216.62,6.86,FALSE
6,4/15/2011,73.17,3.74,NA,NA,NA,NA,NA,216.84,6.86,FALSE
6,4/22/2011,74.24,3.81,NA,NA,NA,NA,NA,217.01,6.86,FALSE
6,4/29/2011,75.27,3.81,NA,NA,NA,NA,NA,217.18,6.86,FALSE
6,5/6/2011,65.42,3.91,NA,NA,NA,NA,NA,217.35,6.86,FALSE
6,5/13/2011,76.95,3.90,NA,NA,NA,NA,NA,217.52,6.86,FALSE
6,5/20/2011,72.01,3.91,NA,NA,NA,NA,NA,217.29,6.86,FALSE
6,5/27/2011,80.83,3.79,NA,NA,NA,NA,NA,217.05,6.86,FALSE
6,6/3/2011,84.01,3.70,NA,NA,NA,NA,NA,216.82,6.86,FALSE
6,6/10/2011,84.49,3.65,NA,NA,NA,NA,NA,216.58,6.86,FALSE
6,6/17/2011,87.08,3.64,NA,NA,NA,NA,NA,216.54,6.86,FALSE
6,6/24/2011,85.51,3.59,NA,NA,NA,NA,NA,216.63,6.86,FALSE
6,7/1/2011,87.00,3.52,NA,NA,NA,NA,NA,216.73,6.93,FALSE
6,7/8/2011,88.36,3.48,NA,NA,NA,NA,NA,216.82,6.93,FALSE
6,7/15/2011,88.93,3.58,NA,NA,NA,NA,NA,216.90,6.93,FALSE
6,7/22/2011,88.06,3.65,NA,NA,NA,NA,NA,216.96,6.93,FALSE
6,7/29/2011,90.22,3.68,NA,NA,NA,NA,NA,217.02,6.93,FALSE
6,8/5/2011,91.46,3.68,NA,NA,NA,NA,NA,217.08,6.93,FALSE
6,8/12/2011,90.49,3.64,NA,NA,NA,NA,NA,217.14,6.93,FALSE
6,8/19/2011,89.26,3.55,NA,NA,NA,NA,NA,217.21,6.93,FALSE
6,8/26/2011,90.07,3.52,NA,NA,NA,NA,NA,217.27,6.93,FALSE
6,9/2/2011,91.22,3.53,NA,NA,NA,NA,NA,217.33,6.93,FALSE
6,9/9/2011,80.21,3.55,NA,NA,NA,NA,NA,217.40,6.93,TRUE
6,9/16/2011,84.94,3.53,NA,NA,NA,NA,NA,217.58,6.93,FALSE
6,9/23/2011,78.49,3.47,NA,NA,NA,NA,NA,217.92,6.93,FALSE
6,9/30/2011,82.51,3.36,NA,NA,NA,NA,NA,218.26,6.93,FALSE
6,10/7/2011,74.10,3.29,NA,NA,NA,NA,NA,218.60,6.55,FALSE
6,10/14/2011,71.24,3.27,NA,NA,NA,NA,NA,218.91,6.55,FALSE
6,10/21/2011,68.53,3.35,NA,NA,NA,NA,NA,219.07,6.55,FALSE
6,10/28/2011,69.51,3.37,NA,NA,NA,NA,NA,219.24,6.55,FALSE
6,11/4/2011,58.54,3.33,NA,NA,NA,NA,NA,219.40,6.55,FALSE
6,11/11/2011,61.33,3.30,12590.41,2173.66,123.20,3108.55,5416.96,219.56,6.55,FALSE
6,11/18/2011,63.89,3.31,4649.80,304.36,205.38,687.88,7949.26,219.79,6.55,FALSE
6,11/25/2011,62.78,3.24,429.03,171.88,83192.81,15.00,986.23,220.04,6.55,TRUE
6,12/2/2011,51.18,3.17,6264.18,74.94,2885.14,3904.82,27272.53,220.29,6.55,FALSE
6,12/9/2011,43.64,3.16,5473.33,42.00,282.45,4436.51,11311.24,220.55,6.55,FALSE
6,12/16/2011,53.27,3.16,7070.01,27.00,603.98,508.56,4788.85,220.77,6.55,FALSE
6,12/23/2011,49.45,3.11,2143.54,55.54,1417.20,23.41,5336.50,220.95,6.55,FALSE
6,12/30/2011,46.80,3.13,6098.54,82881.16,326.68,814.58,2728.99,221.13,6.55,TRUE
6,1/6/2012,50.82,3.16,3220.17,32056.43,108.24,985.76,6650.63,221.31,6.13,FALSE
6,1/13/2012,48.33,3.26,4779.48,11967.81,65.72,575.13,4512.18,221.49,6.13,FALSE
6,1/20/2012,55.37,3.27,3413.91,1540.99,33.02,449.06,6587.63,221.58,6.13,FALSE
6,1/27/2012,53.95,3.29,1510.59,630.92,37.10,17.00,2641.90,221.68,6.13,FALSE
6,2/3/2012,57.45,3.36,36848.38,1772.68,161.55,28199.34,7151.33,221.77,6.13,FALSE
6,2/10/2012,48.58,3.41,12635.19,5694.76,68.45,8976.17,6779.43,221.86,6.13,TRUE
6,2/17/2012,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.03,6.13,FALSE
6,2/24/2012,59.17,3.56,9198.08,8878.31,10.60,642.13,5539.68,222.24,6.13,FALSE
6,3/2/2012,60.32,3.63,20243.99,618.72,14.35,9687.40,4968.92,222.45,6.13,FALSE
6,3/9/2012,57.89,3.67,7731.19,445.60,4.19,446.42,5729.67,222.67,6.13,FALSE
6,3/16/2012,62.80,3.73,7034.05,103.68,4.59,2231.64,2062.04,222.82,6.13,FALSE
